event_id,match_id,map_name,mapstats_id,match_url
7524,2377735,Nuke,189688,https://www.hltv.org/matches/2377735
7524,2377735,Ancient,189691,https://www.hltv.org/matches/2377735
7524,2377735,Dust2,189697,https://www.hltv.org/matches/2377735
7524,2377734,Ancient,189625,https://www.hltv.org/matches/2377734
7524,2377734,Nuke,189628,https://www.hltv.org/matches/2377734
7524,2377733,Nuke,189611,https://www.hltv.org/matches/2377733
7524,2377733,Ancient,189615,https://www.hltv.org/matches/2377733
7524,2377733,Mirage,189616,https://www.hltv.org/matches/2377733
